id	headword	parts_of_speech	cefr_levels	primary_skill	mode	priority	prompt_status	teacher_approved_sense	image_status	proper_noun_sense_removed
entertainment-c32b941d	entertainment	noun	B1	reading	concept-metaphor	high	needs_teacher_approved_sense		pending	no
enthusiastic-88e101a6	enthusiastic	adjective	B2	writing	contrast-pair	high	needs_teacher_approved_sense		pending	no
entry-61c4128c	entry	noun	B1	reading	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
environmental-0b599ed9	environmental	adjective	B1	reading	contrast-pair	high	needs_teacher_approved_sense		pending	no
equal-f57b2d31	equal	adjective|noun|verb	B1|B2	writing	multi-sense-panel	high	needs_teacher_approved_sense		pending	no
equipment-bedcc40e	equipment	noun	A2|B1	reading	concept-metaphor	high	needs_teacher_approved_sense		pending	no
escape-cdecabe1	escape	noun|verb	B1	reading	multi-sense-panel	high	needs_teacher_approved_sense		pending	no
especially-8284b5c9	especially	adverb	A2|B1	reading	manner-sequence	high	needs_teacher_approved_sense		pending	no
essential-16e73bca	essential	adjective	B1	reading	contrast-pair	high	needs_teacher_approved_sense		pending	no
estate-2528fc84	estate	noun	B2	reading	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
event-5006ed02	event	noun	A1|B1	reading	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
evidence-100ec446	evidence	noun	A2|B2	writing	concept-metaphor	high	needs_teacher_approved_sense		pending	no
evolution-a21019ab	evolution	noun	B2	listening	concept-metaphor	high	needs_teacher_approved_sense		pending	no
evolve-c28818d7	evolve	verb	B2|C1	reading	action-scene	high	needs_teacher_approved_sense		pending	no
exact-b55e22fe	exact	adjective	A2|B1	reading	contrast-pair	high	needs_teacher_approved_sense		pending	no
exactly-fa361dc6	exactly	adverb	A2|B1	reading	manner-sequence	high	needs_teacher_approved_sense		pending	no
examination-exam-2e6c2ceb	examination/exam	noun	A2|B1	speaking	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
exchange-a3497f3e	exchange	noun|verb	B1	reading	multi-sense-panel	high	needs_teacher_approved_sense		pending	no
excitement-a66cd1a2	excitement	noun	B1	reading	concept-metaphor	high	needs_teacher_approved_sense		pending	no
exhibit-d7be268f	exhibit	noun|verb	B2	listening	multi-sense-panel	high	needs_teacher_approved_sense		pending	no
exist-7e89f247	exist	verb	A2|B1	reading	action-scene	high	needs_teacher_approved_sense		pending	no
exotic-5d52443f	exotic	adjective	B2	writing	contrast-pair	high	needs_teacher_approved_sense		pending	no
expect-ff93c451	expect	verb	A2|B1	reading	action-scene	high	needs_teacher_approved_sense		pending	no
expedition-843e93f6	expedition	noun	B1	reading	concept-metaphor	high	needs_teacher_approved_sense		pending	no
experienced-a229f492	experienced	adjective	B1	reading	contrast-pair	high	needs_teacher_approved_sense		pending	no
expert-b780d252	expert	adjective|noun	A2|B1	reading	multi-sense-panel	high	needs_teacher_approved_sense		pending	no
explanation-73b8427e	explanation	noun	A2|B1	reading	concept-metaphor	high	needs_teacher_approved_sense		pending	no
explode-417460b2	explode	verb	B1	reading	action-scene	high	needs_teacher_approved_sense		pending	no
explorer-f5da2570	explorer	noun	A2|B1	speaking	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
exposure-aea93ac5	exposure	noun	B2|C1	reading	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
extension-f9896101	extension	noun	B2|C1	writing	concept-metaphor	high	needs_teacher_approved_sense		pending	no
extraordinary-185acd93	extraordinary	adjective	B1|B2	writing	contrast-pair	high	needs_teacher_approved_sense		pending	no
extreme-6928e849	extreme	adjective|noun	A2|B2	writing	multi-sense-panel	high	needs_teacher_approved_sense		pending	no
extremely-51a6f884	extremely	adverb	A2|B1	reading	manner-sequence	high	needs_teacher_approved_sense		pending	no
eye-79df4b17	eye	noun	A1|B1	reading	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
fabric-19d3cef9	fabric	noun	B2	listening	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
fabulous-f4875f95	fabulous	adjective	B2	listening	contrast-pair	high	needs_teacher_approved_sense		pending	no
facilities-f2115ede	facilities	noun	B1	listening	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
fact-58dbfe3d	fact	noun	A1|B1	reading	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
fairly-e94221b1	fairly	adverb	B1	reading	manner-sequence	high	needs_teacher_approved_sense		pending	no
false-7cb6efb9	false	adjective	A1|B1	reading	contrast-pair	high	needs_teacher_approved_sense		pending	no
fancy-2fe634d7	fancy	adjective|verb	B1	reading	multi-sense-panel	high	needs_teacher_approved_sense		pending	no
fantasy-ec1e111d	fantasy	noun	B2	reading	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
farmer-43cf2e25	farmer	noun	A1|B1	reading	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
farming-c96529e4	farming	noun	A2|B1	reading	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
fascinating-f9c83941	fascinating	adjective	B1|B2	writing	contrast-pair	high	needs_teacher_approved_sense		pending	no
fashionable-1c4820fe	fashionable	adjective	B1	reading	contrast-pair	high	needs_teacher_approved_sense		pending	no
fast-food-36dc465b	fast food	noun	A2|B1	speaking	context-scene	high	needs_teacher_approved_sense		pending	no
fasten-8d787ecf	fasten	verb	B1	reading	action-scene	high	needs_teacher_approved_sense		pending	no
fault-586cbf6a	fault	noun	B1|B2	reading	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
favour-0f86dd5c	favour	noun|verb	B1|B2	reading	multi-sense-panel	high	needs_teacher_approved_sense		pending	no
feather-85f15bc5	feather	noun	B2	listening	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
fee-9c15cdad	fee	noun	B1|B2	reading	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
feed-65c3466e	feed	noun|verb	A2|B1|B2	reading	multi-sense-panel	high	needs_teacher_approved_sense		pending	no
feeling-b3b6db05	feeling	noun	A1|B1	reading	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
fellow-04915514	fellow	adjective	B2|C1	writing	contrast-pair	high	needs_teacher_approved_sense		pending	no
female-96a1a08d	female	adjective|noun	A2|B1	reading	multi-sense-panel	high	needs_teacher_approved_sense		pending	no
fence-212e1d38	fence	noun	B1|B2	reading	concept-metaphor	high	needs_teacher_approved_sense		pending	no
ferry-aa4835f7	ferry	noun	B1	listening	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
fever-e2f347fb	fever	noun	B1|B2	reading	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
fibre-e07d0231	fibre	noun	B2|C1	reading	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
fight-517bd000	fight	noun|verb	A2|B1	reading	multi-sense-panel	high	needs_teacher_approved_sense		pending	no
file-971c419d	file	noun|verb	B1|B2	reading	multi-sense-panel	high	needs_teacher_approved_sense		pending	no
fill-in-f8c2fc47	fill in	phrasal verb|verb	A2|B1	speaking	context-scene	high	needs_teacher_approved_sense		pending	no
final-d594c2cc	final	adjective|noun	A1|A2|B1	reading	multi-sense-panel	high	needs_teacher_approved_sense		pending	no
finally-8f4e3e3c	finally	adverb	A2|B1	reading	manner-sequence	high	needs_teacher_approved_sense		pending	no
financial-43d49914	financial	adjective	B1	reading	contrast-pair	high	needs_teacher_approved_sense		pending	no
finger-ec654d9c	finger	noun	A2|B1	reading	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
firefighter-2f1b0289	firefighter	noun	B1|B2	reading	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
firework-4c5f994e	firework	noun	B1|B2	reading	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
fishing-eab0f0d6	fishing	noun	A2|B1	reading	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
fitness-054ea988	fitness	noun	B1	reading	concept-metaphor	high	needs_teacher_approved_sense		pending	no
fix-99f707ef	fix	noun|verb	A2|B1|B2	reading	multi-sense-panel	high	needs_teacher_approved_sense		pending	no
flag-112f3a99	flag	noun	B1	reading	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
float-685e8036	float	verb	B1|B2	reading	action-scene	high	needs_teacher_approved_sense		pending	no
flour-3bcfa747	flour	noun	B1	reading	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
fog-dfebbda7	fog	noun	A2|B1	speaking	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
foggy-bda9d8b6	foggy	adjective	A2|B1	speaking	contrast-pair	high	needs_teacher_approved_sense		pending	no
fold-c5b2b01d	fold	noun|verb	B1|B2	reading	multi-sense-panel	high	needs_teacher_approved_sense		pending	no
following-6cbf68c5	following	adjective|noun|preposition	A2|B1|B2	writing	multi-sense-panel	high	needs_teacher_approved_sense		pending	no
fond-bf068ea9	fond	adjective	B1|B2	writing	contrast-pair	high	needs_teacher_approved_sense		pending	no
fool-33655e63	fool	noun	B1|B2	reading	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
foreigner-322f5426	foreigner	noun	B1|C1	reading	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
forever-e07f8c4a	forever	adverb	B1	reading	manner-sequence	high	needs_teacher_approved_sense		pending	no
forgive-fe2c8eca	forgive	verb	B1|B2	reading	action-scene	high	needs_teacher_approved_sense		pending	no
former-46102433	former	adjective	B1|B2	writing	contrast-pair	high	needs_teacher_approved_sense		pending	no
fortnight-d803e9bd	fortnight	noun	B1	listening	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
fortunately-7ef172de	fortunately	adverb	A2|B1	reading	manner-sequence	high	needs_teacher_approved_sense		pending	no
forward-ace0c5e9	forward	adjective|adverb	A2|B1|B2	writing	multi-sense-panel	high	needs_teacher_approved_sense		pending	no
frame-39d88b57	frame	noun|verb	B1	reading	multi-sense-panel	high	needs_teacher_approved_sense		pending	no
freeze-adcdee7c	freeze	verb	B1	reading	action-scene	high	needs_teacher_approved_sense		pending	no
freezer-3e835a54	freezer	noun	B1|B2	reading	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
frequency-48a8832d	frequency	noun	B2	listening	concept-metaphor	high	needs_teacher_approved_sense		pending	no
frequent-79eb183e	frequent	adjective	B1|B2	writing	contrast-pair	high	needs_teacher_approved_sense		pending	no
frequently-da2f4ce9	frequently	adverb	B1	reading	manner-sequence	high	needs_teacher_approved_sense		pending	no
fried-982d88e0	fried	adjective	A2|B1	speaking	contrast-pair	high	needs_teacher_approved_sense		pending	no
friendship-850b4d7a	friendship	noun	B1	reading	concept-metaphor	high	needs_teacher_approved_sense		pending	no
frightened-817fe623	frightened	adjective	B1	reading	contrast-pair	high	needs_teacher_approved_sense		pending	no
frightening-42a574a5	frightening	adjective	B1	reading	contrast-pair	high	needs_teacher_approved_sense		pending	no
frog-b3e0f62f	frog	noun	A2|B1	reading	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
frozen-c405fd11	frozen	adjective	B1	reading	contrast-pair	high	needs_teacher_approved_sense		pending	no
fuel-43505540	fuel	noun|verb	B1|B2	reading	multi-sense-panel	high	needs_teacher_approved_sense		pending	no
full-52e6d8ab	full	adjective	A1|B1	reading	contrast-pair	high	needs_teacher_approved_sense		pending	no
fully-9ec39888	fully	adverb	B1|B2	writing	manner-sequence	high	needs_teacher_approved_sense		pending	no
function-c218e39e	function	noun|verb	B1|B2|C1	writing	multi-sense-panel	high	needs_teacher_approved_sense		pending	no
furious-de09d110	furious	adjective	B2	writing	contrast-pair	high	needs_teacher_approved_sense		pending	no
further-8aeff27d	further	adjective|adverb	A2|B1	reading	multi-sense-panel	high	needs_teacher_approved_sense		pending	no
future-d848c971	future	adjective|noun	A1|A2|B1	reading	multi-sense-panel	high	needs_teacher_approved_sense		pending	no
gadget-e00b554d	gadget	noun	B2	listening	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
gain-5fe05a50	gain	noun|verb	B1|B2	reading	multi-sense-panel	high	needs_teacher_approved_sense		pending	no
gallery-5b47b903	gallery	noun	A2|B1	reading	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
gap-81bf0145	gap	noun	A2|B1	reading	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
gaze-7d0e828e	gaze	noun|verb	B2|C1	reading	multi-sense-panel	high	needs_teacher_approved_sense		pending	no
gender-b02b5038	gender	noun	B2	listening	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
general-dfe2db74	general	adjective	A2|B1	reading	contrast-pair	high	needs_teacher_approved_sense		pending	no
generally-eafd8d1c	generally	adverb	B1	reading	manner-sequence	high	needs_teacher_approved_sense		pending	no
get-fit-ca05c96b	get fit	verb	A2|B1	speaking	context-scene	high	needs_teacher_approved_sense		pending	no
get-off-0e5b12a3	get off	phrasal verb|verb	A2|B1	speaking	context-scene	high	needs_teacher_approved_sense		pending	no
get-on-b329ae67	get on	phrasal verb|verb	A2|B1	speaking	context-scene	high	needs_teacher_approved_sense		pending	no
get-up-3f2d515e	get up	phrasal verb|verb	A2|B1	speaking	context-scene	high	needs_teacher_approved_sense		pending	no
giant-0d956e86	giant	adjective|noun	B1	reading	multi-sense-panel	high	needs_teacher_approved_sense		pending	no
gift-b7b2fb74	gift	noun	A2|B1	reading	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
girlfriend-74ab78d8	girlfriend	noun	A1|B1	reading	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
give-up-54ceacd5	give up	phrasal verb|verb|verb phrase	B1|B2	speaking	context-scene	high	needs_teacher_approved_sense		pending	no
glasses-ba22ef34	glasses	noun	A2|B1	speaking	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
glimpse-eeb0893f	glimpse	noun|verb	B2|C1	reading	multi-sense-panel	high	needs_teacher_approved_sense		pending	no
glove-070a6b22	glove	noun	B1	reading	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
go-for-125377b8	go for	phrasal verb|verb|verb phrase	B1|B2	speaking	context-scene	high	needs_teacher_approved_sense		pending	no
go-on-4c6dd761	go on	phrasal verb|verb|verb phrase	B1|B2	speaking	context-scene	high	needs_teacher_approved_sense		pending	no
go-out-52f7f7cc	go out	phrasal verb|verb	A2|B1	speaking	context-scene	high	needs_teacher_approved_sense		pending	no
golden-ec30adc7	golden	adjective	B1|B2	writing	contrast-pair	high	needs_teacher_approved_sense		pending	no
goods-3f762071	goods	noun	B1	reading	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
gorgeous-0a6af09f	gorgeous	adjective	B1|B2	writing	contrast-pair	high	needs_teacher_approved_sense		pending	no
grab-d9483b23	grab	verb	B1|B2	reading	action-scene	high	needs_teacher_approved_sense		pending	no
grade-39a6bd43	grade	noun|verb	B1|B2	reading	multi-sense-panel	high	needs_teacher_approved_sense		pending	no
gram-58d67c9d	gram	noun	A2|B1	speaking	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
grandad-2d0c850c	grandad	noun	A2|B1	speaking	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
grandchild-302255c5	grandchild	noun	A2|B1	speaking	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
granddaughter-55e5ff8a	granddaughter	noun	A2|B1	speaking	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
grandma-88ebe8bf	grandma	noun	A2|B1	speaking	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
grandpa-7f136523	grandpa	noun	A2|B1	speaking	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
grandson-112353d1	grandson	noun	A2|B1	speaking	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
