id	headword	status	parts_of_speech	cefr_levels	primary_skill	primary_reason	skill_labels	skill_confidence	source_count	sources	topics	image_mode	image_priority	homograph_candidate
contributor-2a20b038	contributor	active	noun	C1	reading	highest evidence score	reading	high	1	Oxford 5000 by CEFR level	CEFR C1	object-or-context-scene	low	false
control-2aeede80	control	active	noun|verb	A2|B1	reading	highest evidence score	speaking|reading	medium	2	Cambridge B1 Preliminary and Preliminary for Schools Vocabulary List (2025)|Oxford 3000 by CEFR level	Alphabetical list: C|CEFR A2	multi-sense-panel	high	true
controversial-4768682b	controversial	active	adjective	B2	writing	advanced descriptive or abstract production word	reading|writing	review	1	Oxford 5000 by CEFR level	CEFR B2	contrast-pair	medium	false
controversy-4efd595d	controversy	active	noun	B2	reading	highest evidence score	reading	high	1	Oxford 5000 by CEFR level	CEFR B2	object-or-context-scene	medium	false
convenience-f2cde7ba	convenience	active	noun	B2	writing	advanced descriptive or abstract production word	reading|writing	review	1	Oxford 5000 by CEFR level	CEFR B2	concept-metaphor	medium	false
convenient-23e0d93b	convenient	active	adjective	B1	listening	explicit IELTS listening source	listening	high	3	Cambridge B1 Preliminary and Preliminary for Schools Vocabulary List (2025)|IELTS Listening 1200 High-Frequency Wordlist|Oxford 3000 by CEFR level	Alphabetical list: C|CEFR B1|形容词 Adjectives	contrast-pair	high	false
convention-593ff2b4	convention	active	noun	B2	writing	advanced descriptive or abstract production word	reading|writing	review	1	Oxford 5000 by CEFR level	CEFR B2	concept-metaphor	medium	false
conventional-5062a63a	conventional	active	adjective	B2	writing	advanced descriptive or abstract production word	reading|writing	review	2	Grammar and Vocabulary for First and First for Schools wordlist (2015)|Oxford 5000 by CEFR level	CEFR B2|Unit 36 | Art	contrast-pair	high	false
conversation-78b6f944	conversation	active	noun	A1|A2|B1	reading	highest evidence score	speaking|reading	medium	3	Cambridge B1 Preliminary and Preliminary for Schools Vocabulary List (2025)|Cambridge KET and KET for Schools Vocabulary List (2009)|Oxford 3000 by CEFR level	Alphabetical list: C|CEFR A1	concept-metaphor	high	false
conversation-club-4988db2b	conversation club	active	unspecified		listening	explicit IELTS listening source	listening	high	1	IELTS Listening 1200 High-Frequency Wordlist	地点 Places	none	none	false
converse-1e1a15ca	converse	active	verb	C1	reading	highest evidence score	reading|writing	medium	1	Complete CAE Extended Unit 02	Unit 02	action-scene	low	false
conversion-21faa67d	conversion	active	noun	C1	writing	advanced descriptive or abstract production word	reading|writing	review	1	Oxford 5000 by CEFR level	CEFR C1	concept-metaphor	low	false
convert-20a70aaf	convert	active	verb	B2	reading	highest evidence score	reading	high	1	Oxford 3000 by CEFR level	CEFR B2	action-scene	medium	false
convey-3fe6fc09	convey	active	verb	B2	reading	highest evidence score	reading	high	1	Oxford 5000 by CEFR level	CEFR B2	action-scene	medium	false
convict-32ab9ce0	convict	active	verb	C1	reading	highest evidence score	reading	high	1	Oxford 5000 by CEFR level	CEFR C1	action-scene	low	false
conviction-3d4057c4	conviction	active	noun	C1	writing	advanced descriptive or abstract production word	reading|writing	review	1	Oxford 5000 by CEFR level	CEFR C1	concept-metaphor	low	false
convince-485958db	convince	active	verb	B1	reading	highest evidence score	speaking|reading	medium	2	Cambridge B1 Preliminary and Preliminary for Schools Vocabulary List (2025)|Oxford 3000 by CEFR level	Alphabetical list: C|CEFR B1	action-scene	high	false
convinced-49de0671	convinced	active	adjective	B2	writing	advanced descriptive or abstract production word	reading|writing	review	1	Oxford 3000 by CEFR level	CEFR B2	contrast-pair	medium	false
convincing-f6e67883	convincing	active	adjective	B2	writing	advanced descriptive or abstract production word	reading|writing	review	2	Grammar and Vocabulary for First and First for Schools wordlist (2015)|Oxford 5000 by CEFR level	CEFR B2|Unit 37 | Television, cinema and theatre	contrast-pair	high	false
cook-f3ba4d99	cook	active	noun|verb	A1|A2|B1	reading	highest evidence score	speaking|reading	medium	3	Cambridge B1 Preliminary and Preliminary for Schools Vocabulary List (2025)|Cambridge KET and KET for Schools Vocabulary List (2009)|Oxford 3000 by CEFR level	Alphabetical list: C|CEFR A1|CEFR A2	multi-sense-panel	high	true
cooker-738af497	cooker	active	noun	A2|B1	reading	highest evidence score	speaking|reading	medium	3	Cambridge B1 Preliminary and Preliminary for Schools Vocabulary List (2025)|Cambridge KET and KET for Schools Vocabulary List (2009)|Oxford 3000 by CEFR level	Alphabetical list: C|CEFR A2	object-or-context-scene	high	false
cookery-092889ae	cookery	active	noun	B1	reading	highest evidence score	listening|speaking|reading|writing	review	1	Cambridge B1 Preliminary and Preliminary for Schools Vocabulary List (2025)	Alphabetical list: C	object-or-context-scene	medium	false
cookery-book-fabf1944	cookery book	active	noun	B2	reading	highest evidence score	speaking|reading|writing	review	1	Grammar and Vocabulary for First and First for Schools wordlist (2015)	Unit 40 | Books	context-scene	medium	false
cookie-59c826fc	cookie	active	noun	B1	reading	highest evidence score	listening|speaking|reading|writing	review	1	Cambridge B1 Preliminary and Preliminary for Schools Vocabulary List (2025)	Alphabetical list: C	object-or-context-scene	medium	false
cooking-c2c1a106	cooking	active	noun	A1|B1	reading	highest evidence score	speaking|reading	medium	2	Cambridge B1 Preliminary and Preliminary for Schools Vocabulary List (2025)|Oxford 3000 by CEFR level	Alphabetical list: C|CEFR A1	object-or-context-scene	high	false
cool-85d8d76b	cool	active	adjective|exclamation|verb	A1|A2|B1	listening	explicit IELTS listening source	listening	high	4	Cambridge B1 Preliminary and Preliminary for Schools Vocabulary List (2025)|Cambridge KET and KET for Schools Vocabulary List (2009)|IELTS Listening 1200 High-Frequency Wordlist|Oxford 3000 by CEFR level	Alphabetical list: C|CEFR A1|CEFR B1|天气 Weather	multi-sense-panel	high	true
cooperate-afbd048a	cooperate	active	verb	C1	reading	highest evidence score	reading	high	1	Oxford 5000 by CEFR level	CEFR C1	action-scene	low	false
cooperative-78e5cf37	cooperative	active	adjective	C1	writing	advanced descriptive or abstract production word	reading|writing	review	2	Complete CAE Extended Unit 08|Oxford 5000 by CEFR level	CEFR C1|Unit 08	contrast-pair	medium	false
coordinate-df43804b	coordinate	active	verb	C1	reading	highest evidence score	reading	high	1	Oxford 5000 by CEFR level	CEFR C1	action-scene	low	false
coordination-c242f8bb	coordination	active	noun	C1	writing	advanced descriptive or abstract production word	reading|writing	review	1	Oxford 5000 by CEFR level	CEFR C1	concept-metaphor	low	false
coordinator-b1ba516c	coordinator	active	noun	C1	reading	highest evidence score	reading	high	1	Oxford 5000 by CEFR level	CEFR C1	object-or-context-scene	low	false
cop-3bb4096c	cop	active	noun	C1	reading	highest evidence score	reading	high	1	Oxford 5000 by CEFR level	CEFR C1	object-or-context-scene	low	false
cope-d0bf3889	cope	active	verb	B2	reading	highest evidence score	reading	high	1	Oxford 5000 by CEFR level	CEFR B2	action-scene	medium	false
cope-with-sth-028c9bbf	cope with sth	active	verb	C1	reading	highest evidence score	reading|writing	medium	2	Complete CAE Extended Unit 08|Complete CAE Phrasal Verbs	Phrasal verbs|Unit 08	context-scene	medium	false
copper-9c5c7205	copper	active	noun	C1	listening	explicit IELTS listening source	listening|reading	high	2	IELTS Listening 1200 High-Frequency Wordlist|Oxford 5000 by CEFR level	CEFR C1|材质 Materials	object-or-context-scene	medium	false
copy-f84e2e2d	copy	active	noun|verb	A2|B1	reading	highest evidence score	speaking|reading	medium	2	Cambridge B1 Preliminary and Preliminary for Schools Vocabulary List (2025)|Oxford 3000 by CEFR level	Alphabetical list: C|CEFR A2	multi-sense-panel	high	true
copyright-521307dd	copyright	active	noun	C1	reading	highest evidence score	reading	high	1	Oxford 5000 by CEFR level	CEFR C1	object-or-context-scene	low	false
cord-3d72b32f	cord	active	noun	C1	reading	highest evidence score	reading|writing	medium	1	Complete CAE Extended Unit 14	Unit 14	object-or-context-scene	low	false
core-94a0426e	core	active	adjective|noun	B2	listening	explicit IELTS listening source	listening|reading	high	2	IELTS Listening 1200 High-Frequency Wordlist|Oxford 3000 by CEFR level	CEFR B2|植物 Plants	multi-sense-panel	high	true
corn-7cacb75c	corn	active	noun	B1	reading	highest evidence score	listening|speaking|reading|writing	review	1	Cambridge B1 Preliminary and Preliminary for Schools Vocabulary List (2025)	Alphabetical list: C	object-or-context-scene	medium	false
corner-eb542d91	corner	active	noun	A2|B1	reading	highest evidence score	speaking|reading	medium	3	Cambridge B1 Preliminary and Preliminary for Schools Vocabulary List (2025)|Cambridge KET and KET for Schools Vocabulary List (2009)|Oxford 3000 by CEFR level	Alphabetical list: C|CEFR A2	object-or-context-scene	high	false
corporate-e276d18d	corporate	active	adjective	B2	writing	advanced descriptive or abstract production word	reading|writing	review	1	Oxford 3000 by CEFR level	CEFR B2	contrast-pair	medium	false
corporation-626a8be2	corporation	active	noun	B2	writing	advanced descriptive or abstract production word	reading|writing	review	1	Oxford 5000 by CEFR level	CEFR B2	concept-metaphor	medium	false
correct-3179a65e	correct	active	adjective|verb	A1|A2|B1	reading	highest evidence score	speaking|reading	medium	3	Cambridge B1 Preliminary and Preliminary for Schools Vocabulary List (2025)|Cambridge KET and KET for Schools Vocabulary List (2009)|Oxford 3000 by CEFR level	Alphabetical list: C|CEFR A1	multi-sense-panel	high	true
correction-fb5246f0	correction	active	noun	B1|C1	writing	advanced descriptive or abstract production word	reading|writing	review	2	Cambridge B1 Preliminary and Preliminary for Schools Vocabulary List (2025)|Oxford 5000 by CEFR level	Alphabetical list: C|CEFR C1	concept-metaphor	high	false
correctly-18040567	correctly	active	adverb	A2	reading	highest evidence score	listening|speaking|reading	medium	1	Oxford 3000 by CEFR level	CEFR A2	manner-sequence	low	false
correlate-3ef9f14d	correlate	active	verb	C1	reading	highest evidence score	reading	high	1	Oxford 5000 by CEFR level	CEFR C1	action-scene	low	false
correlation-1469596f	correlation	active	noun	C1	writing	advanced descriptive or abstract production word	reading|writing	review	1	Oxford 5000 by CEFR level	CEFR C1	concept-metaphor	low	false
correspond-6a78e139	correspond	active	verb	C1	reading	highest evidence score	reading	high	1	Oxford 5000 by CEFR level	CEFR C1	action-scene	low	false
correspondence-f915e104	correspondence	active	noun	C1	writing	advanced descriptive or abstract production word	reading|writing	review	1	Oxford 5000 by CEFR level	CEFR C1	concept-metaphor	low	false
correspondent-97e463e8	correspondent	active	noun	C1	reading	highest evidence score	reading	high	1	Oxford 5000 by CEFR level	CEFR C1	object-or-context-scene	low	false
corresponding-a586b6f6	corresponding	active	adjective	C1	writing	advanced descriptive or abstract production word	reading|writing	review	1	Oxford 5000 by CEFR level	CEFR C1	contrast-pair	low	false
corridor-381f6eaa	corridor	active	noun	B2	listening	explicit IELTS listening source	listening|reading	high	2	Oxford 5000 by CEFR level|Student IELTS Listening Unknowns 2026-08-01	CEFR B2|建筑与空间	object-or-context-scene	high	false
corrupt-a1ce829a	corrupt	active	adjective	C1	writing	advanced descriptive or abstract production word	reading|writing	review	2	Complete CAE Extended Unit 07|Oxford 5000 by CEFR level	CEFR C1|Unit 07	contrast-pair	medium	false
corruption-c4587d77	corruption	active	noun	C1	writing	advanced descriptive or abstract production word	reading|writing	review	1	Oxford 5000 by CEFR level	CEFR C1	concept-metaphor	low	false
cosmology-fae762e7	cosmology	active	noun		listening	explicit IELTS listening source	listening	high	1	Student IELTS Listening Unknowns 2026-08-01	科学与文化	object-or-context-scene	medium	false
cosmopolitan-8c8ebcc4	cosmopolitan	active	adjective	B2	writing	advanced descriptive or abstract production word	reading|writing	medium	1	Grammar and Vocabulary for First and First for Schools wordlist (2015)	Unit 35 | Cities and towns	contrast-pair	medium	false
cost-885dc4a9	cost	active	noun|verb	A1|A2|B1	reading	highest evidence score	speaking|reading	medium	3	Cambridge B1 Preliminary and Preliminary for Schools Vocabulary List (2025)|Cambridge KET and KET for Schools Vocabulary List (2009)|Oxford 3000 by CEFR level	Alphabetical list: C|CEFR A1	multi-sense-panel	high	true
cost-of-living-f28d55fb	cost of living	active	noun|noun phrase	C1	reading	highest evidence score	reading|writing	medium	1	Complete CAE Extended Unit 14	Unit 14	context-scene	low	false
costly-d3f05d2c	costly	active	adjective	C1	writing	advanced descriptive or abstract production word	reading|writing	review	1	Oxford 5000 by CEFR level	CEFR C1	contrast-pair	low	false
costume-d55c6418	costume	active	noun	A2|B1	reading	highest evidence score	speaking|reading	medium	3	Cambridge B1 Preliminary and Preliminary for Schools Vocabulary List (2025)|Cambridge KET and KET for Schools Vocabulary List (2009)|Oxford 3000 by CEFR level	Alphabetical list: C|CEFR B1	object-or-context-scene	high	false
cosy-2b80b6df	cosy	active	adjective	B1	reading	highest evidence score	listening|speaking|reading|writing	review	1	Cambridge B1 Preliminary and Preliminary for Schools Vocabulary List (2025)	Alphabetical list: C	contrast-pair	medium	false
cottage-beae5362	cottage	active	noun	B1	listening	explicit IELTS listening source	listening	high	3	Cambridge B1 Preliminary and Preliminary for Schools Vocabulary List (2025)|IELTS Listening 1200 High-Frequency Wordlist|Oxford 3000 by CEFR level	Alphabetical list: C|CEFR B1|地点 Places	object-or-context-scene	high	false
cotton-69eb65f2	cotton	active	noun	B1	listening	explicit IELTS listening source	listening	high	3	Cambridge B1 Preliminary and Preliminary for Schools Vocabulary List (2025)|IELTS Listening 1200 High-Frequency Wordlist|Oxford 3000 by CEFR level	Alphabetical list: C|CEFR B1|材质 Materials	object-or-context-scene	high	false
